,step,reward,actor_loss,alpha,alpha_loss,critic_loss,max_actor_loss,max_alpha_loss,max_critic_loss,max_mle_prob,max_q1,max_q2,max_target_q,max_v,max_value_loss,max_weight,min_actor_loss,min_alpha_loss,min_critic_loss,min_mle_prob,min_q1,min_q2,min_target_q,min_v,min_value_loss,min_weight,mle_prob,q1,q2,target_q,v,value_loss,weight,eval_time,time
0,0,1.5393567761619016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000,-0.1342854162053002,-34.217655,0.05785568,-15.054396,1.4720271,5.959356,5.3418274,305.18463,7.349471,43.589607,43.5879,43.5132,43.072136,2.3093202,0.7,-43.735973,-41.967346,9.070391e-05,-120.872284,-12.012819,-12.29194,0.19965826,-11.774411,1.5455226e-08,0.3,-13.846014,33.726303,33.700035,33.81514,33.22248,0.031257268,0.453125,0.3914463520050049,1.300883690516154
2,20000,-0.26526880133605146,-55.180893,0.026766682,0.7395334,0.44161886,-11.20057,48.71305,15.695345,6.0547333,70.59627,70.65212,70.41649,69.90918,1.1780432,0.7,-70.83443,-34.252483,2.8915732e-05,-204.90979,9.90404,9.429334,10.839385,9.398114,2.5215559e-06,0.3,-38.366417,54.363678,54.34932,54.304405,54.02114,0.03134014,0.47187498,0.18545317649841309,1.615746831893921
3,30000,2.008375382099009,-69.66243,0.034955557,-0.84104633,0.9187799,-14.760114,51.409897,35.39461,7.0871553,86.7952,86.60023,86.88533,86.39971,2.8668566,0.7,-87.82818,-36.39453,0.00015552068,-160.57425,12.322421,12.80067,13.10769,11.073916,9.2375565e-09,0.3,-32.191875,68.76602,68.68021,68.40044,68.30115,0.068148956,0.5046875,0.7119004726409912,1.9420278032620748
4,40000,1.6206690068188625,-77.72771,0.038844362,-1.3106583,1.6551056,-20.56825,44.074005,43.494892,6.45455,98.06786,97.32907,97.16962,96.97273,8.58093,0.7,-97.762436,-47.355347,0.0006855233,-179.6868,16.340998,16.276964,15.8815775,15.7099285,1.5161349e-07,0.3,-36.793568,76.50066,76.413574,76.05249,76.0668,0.11241227,0.50624996,0.6622235774993896,2.2649991432825725
5,50000,-0.2046480084969948,-83.199196,0.040361483,-0.34979352,1.2154675,-19.22422,47.96119,45.14727,6.4052296,105.00946,104.24623,104.88716,104.71967,3.2071228,0.7,-105.01013,-30.87025,0.0005608297,-230.53818,14.2831955,14.207482,12.884245,13.598135,6.070896e-06,0.3,-37.953983,81.86971,81.86569,82.0115,82.007996,0.09462067,0.3828125,0.10508561134338379,2.5830521980921426
6,60000,-0.2576929227003038,-83.76917,0.04118198,1.8876866,1.1041136,1.1098523,51.54401,44.308685,3.5571516,106.73884,106.94301,106.48127,106.1151,12.379629,0.7,-107.37512,-31.066948,0.00049527484,-256.99173,-4.2366,-2.873434,1.1022124,-5.9431944,2.0067848e-06,0.3,-42.542076,82.21904,82.29498,82.11194,82.096725,0.16855621,0.43906248,0.10013222694396973,2.895857306321462
7,70000,-0.2223377586228551,-88.5497,0.041463215,-1.1985391,0.78321517,-21.304888,57.80492,11.464912,3.8200247,109.82822,109.78824,109.50157,109.69449,5.205238,0.7,-109.73484,-36.89265,0.0020957622,-177.05025,18.872808,18.724483,18.813446,19.01203,8.802745e-08,0.3,-36.070812,87.36574,87.301186,87.12085,87.293724,0.09264682,0.3953125,0.12287306785583496,3.212400734424591
8,80000,-0.25589666062065103,-89.9948,0.039167825,-0.66874206,1.2923923,-11.417403,51.07235,116.06254,4.2854595,110.556816,110.502846,110.13394,110.489044,2.0047219,0.7,-111.425224,-33.401207,0.0004513499,-386.90955,8.911483,8.06517,3.4342432,8.190426,3.426685e-08,0.3,-39.492252,88.662964,88.74899,88.46671,88.60683,0.079398796,0.446875,0.1310887336730957,3.526751430829366
9,90000,-0.23495402408911245,-87.507866,0.038698994,1.4571577,1.4883374,-11.727378,54.653236,70.32907,7.0464997,111.0843,110.82865,110.62514,110.87506,7.8165927,0.7,-111.95722,-29.655993,0.0018347162,-188.89708,6.8323836,6.162919,2.6469526,6.0960474,2.1122396e-07,0.3,-41.61898,86.26809,86.228714,85.91844,85.98443,0.12757915,0.45,0.13173246383666992,3.8340327501297
