,epoch,train_loss,mse_loss,var_loss,val_loss
0,0,-48.37216458576507,0.021843747967198686,-7.731918740397421,0.01189409
1,1,-56.43147950498704,0.010548928702999904,-8.774393148647984,0.010646795
2,2,-58.48672210400756,0.0101369787381316,-9.016902887193618,0.012640673
3,3,-59.616582906997124,0.009887711534917123,-9.14851875900991,0.013109829
4,4,-60.42834561942173,0.009784993194056887,-9.226720278883887,0.010289427
5,5,-60.39711462432147,0.010281567356102335,-9.242849253510276,0.009770351
6,6,-60.67576861797861,0.010434944127235056,-9.266808775969764,0.015600939
7,7,-60.89290856038317,0.011154609192032348,-9.28336363766391,0.07784511
8,8,-60.75390447760412,0.01329395026538958,-9.260454373870996,0.012970469
9,9,-61.31315165814414,0.010619678389503716,-9.328272674821077,0.013404963
10,10,-61.331742703012594,0.010717611313649842,-9.313899208604711,0.016102318
11,11,-62.03140275220238,0.010874742792303757,-9.391433017865419,0.012534012
12,12,-61.93223755382162,0.010517671431444357,-9.37167044072021,0.025360616
13,13,-61.485980839643574,0.011815718448976983,-9.334258839409003,0.015854958
14,14,-61.61590218954169,0.012911164213902888,-9.33038164915204,0.029770026
15,15,-61.91751303973165,0.011791258598350748,-9.372804217991739,0.024784198
16,16,-61.26107983964795,0.013133734469358617,-9.322863331218537,0.016690467
17,17,-62.1407367317477,0.011553384077077742,-9.395447954664624,0.021236548
18,18,-62.04952791865562,0.01319173299429497,-9.371792893316595,0.054223217
19,19,-61.94938793411817,0.012259404677130926,-9.38410518104949,0.038398307
20,20,-62.23886278705353,0.012403096748912778,-9.40562554390152,0.05130095
