,epoch,train_loss,mse_loss,var_loss,val_loss
0,0,-18.894868680997607,0.09724491368786395,-3.6822484601867496,0.05991164
1,1,-26.25809880270474,0.035084956988892815,-4.744725179968413,0.054405056
2,2,-28.856691683794896,0.028588421940205784,-5.112954165871345,0.0372437
3,3,-30.410430922518113,0.02537088976656212,-5.333132994594535,0.04329295
4,4,-31.602779514794516,0.023246066477516085,-5.500996815615313,0.03138915
5,5,-32.46916972529567,0.021511662460759466,-5.623839274079656,0.032478888
6,6,-33.08935717914415,0.020504479060782503,-5.710312666359895,0.027882457
7,7,-33.631415282717406,0.019358122558863235,-5.7862296454901525,0.0278807
8,8,-34.10513888925746,0.018822565102587237,-5.853191238505993,0.026822202
9,9,-34.5701597200911,0.017893898890133923,-5.918946828407777,0.024490012
10,10,-34.97546752343267,0.017142300189599998,-5.976829528808594,0.023541715
11,11,-35.38980433856972,0.016283051992234374,-6.0359845627909126,0.023133522
12,12,-35.64799212224735,0.015917926122179914,-6.071938057493719,0.023553703
13,13,-35.997355523316756,0.015371612541418037,-6.121637459373869,0.021128323
14,14,-36.22996249998578,0.015051098333625413,-6.154329849819712,0.021573093
15,15,-36.59839364608622,0.014432978816089407,-6.207386835761692,0.022176046
16,16,-36.748146086252504,0.014329288824168314,-6.228079575065747,0.0223553
17,17,-36.97301062787295,0.013971683393544893,-6.26006950910047,0.019411862
18,18,-37.15323852011876,0.013705001207594962,-6.284990701616181,0.020361386
19,19,-37.473093650849464,0.01321797055364866,-6.330922710846177,0.018319204
20,20,-37.53919977973954,0.013030753974459571,-6.340338824451834,0.017717768
21,21,-37.77502621182744,0.012668432979497433,-6.373758384036228,0.017394027
22,22,-37.951718933587244,0.012500692511075726,-6.398900305138858,0.01698995
23,23,-38.14095071531971,0.012253866947205896,-6.425538054164152,0.01680677
24,24,-38.35773249541257,0.011886957299646846,-6.456655269083769,0.017047742
25,25,-38.48232963317176,0.011675324220370355,-6.47436182037397,0.016415482
26,26,-38.60942819942846,0.011487772431095396,-6.49245083801001,0.017738614
27,27,-38.74733523453738,0.011275590820417318,-6.51190506782591,0.015541756
28,28,-38.953280134971095,0.011074220592938904,-6.541220433840347,0.0156584
29,29,-39.050793730694316,0.010920515763582989,-6.5550481483309415,0.014739529
30,30,-39.19643045903239,0.010763670980889836,-6.575828650229712,0.014678846
31,31,-39.25081545472392,0.010698521104602695,-6.582971524377787,0.014698062
32,32,-39.398570536579896,0.010551938885441108,-6.603931697505848,0.014423661
33,33,-39.56076906729436,0.010383053173939649,-6.627225883135391,0.014382206
34,34,-39.577767940781875,0.010407186160538939,-6.62895965897025,0.014492255
35,35,-39.72650933907392,0.010210268280669415,-6.650555068661707,0.014277874
36,36,-39.84515122103642,0.010063661865077287,-6.667275765791196,0.013897781
37,37,-39.99333296256529,0.009919620703281083,-6.688364674462542,0.014071776
38,38,-39.98841518003255,0.009868659288285004,-6.68776759116546,0.013761943
39,39,-40.10392155262254,0.009783476622564059,-6.703970083909005,0.013675113
40,40,-40.18934864632585,0.009726058571468306,-6.716283785260242,0.013159935
41,41,-40.30262241797911,0.009593657476299174,-6.73216133075718,0.013647246
42,42,-40.38540416227858,0.009491966541289636,-6.7436371171696585,0.013047192
43,43,-40.478962411544835,0.009435398250217617,-6.756914346484664,0.0133929085
44,44,-40.52074654995778,0.009425320366819777,-6.762840984894376,0.01301926
45,45,-40.61686767751879,0.009282237320476044,-6.7769332707051655,0.012795726
46,46,-40.68070078883358,0.009240667184807098,-6.785274281511643,0.013231416
47,47,-40.78705120679014,0.009156641231726385,-6.800517669128829,0.012698475
48,48,-40.78867163569291,0.00916216387818365,-6.800745666890904,0.012518082
49,49,-40.94050079448376,0.009053691566775227,-6.822052195205451,0.012997038
50,50,-40.941632959906855,0.00900518112971619,-6.82208324046362,0.012424984
51,51,-41.026853053959755,0.008924754939883693,-6.834509136390489,0.012096633
52,52,-41.160708177657355,0.008823812929465094,-6.85329414401242,0.012087322
53,53,-41.17400446490965,0.008793320942705778,-6.855101565273158,0.012243094
54,54,-41.23345871840451,0.008784575493163652,-6.863407337147256,0.011934848
55,55,-41.27510128258178,0.008764325665921266,-6.869333222662687,0.012012158
56,56,-41.36204428208787,0.008650220923586584,-6.881959232360927,0.011905615
57,57,-41.438806128057635,0.008613940925861846,-6.892475266387497,0.012350206
58,58,-41.43531596043589,0.008587535565447132,-6.8922530449695465,0.01188421
59,59,-41.503368517873696,0.008578769533893029,-6.901595549924033,0.011694085
60,60,-41.59793426185908,0.008503158715376187,-6.914794603613346,0.01151155
61,61,-41.639078669419696,0.008463163450880913,-6.9207214892033955,0.011445722
62,62,-41.68295809447642,0.008446253668883233,-6.9266738048745,0.011530929
63,63,-41.69154747870151,0.008452837812057724,-6.9279051685925594,0.011801841
64,64,-41.777867875977826,0.008412940755937688,-6.940201363825157,0.011750423
65,65,-41.850127209294165,0.008304258111086298,-6.95045715940665,0.011768623
66,66,-41.851138685554204,0.008325454232323429,-6.950399345122509,0.011930614
67,67,-41.883134747143856,0.008306616820962849,-6.955202337500965,0.011976261
68,68,-41.997369931104515,0.008199833692017726,-6.971212689797577,0.012445856
69,69,-42.02367332509833,0.008211294502187636,-6.974487538663497,0.011774198
70,70,-42.077075338264926,0.008177007062483085,-6.9823928809807665,0.011062468
71,71,-42.086705727113205,0.0082203415524953,-6.98369277399766,0.011222225
72,72,-42.12250905204757,0.008128542151889238,-6.9885388295596185,0.011011724
73,73,-42.15192708909882,0.008216756535308362,-6.9928038552187495,0.011081399
