,epoch,train_loss,mse_loss,var_loss,val_loss
0,0,-11.31193831415606,0.2990836463534725,-2.5945249817855225,0.21333276
1,1,-20.40233743206029,0.08741291260368235,-3.9036129809219613,0.14245
2,2,-22.711063932059822,0.07360401197256718,-4.240059042709585,0.11823813
3,3,-24.16363881461599,0.06660963418427258,-4.449197739248239,0.10649388
4,4,-25.277177183026694,0.06212929921479903,-4.608133451581459,0.09871139
5,5,-26.21476997883463,0.05859886093611296,-4.742415080149867,0.09153133
6,6,-27.05062630051382,0.055511092445151296,-4.86073375450359,0.08675857
7,7,-27.771359247068435,0.05292382500541042,-4.963255571494792,0.08136856
8,8,-28.42905143464268,0.050693774025853865,-5.056597933726488,0.078591965
9,9,-29.026808234396725,0.04876395613050492,-5.140696220910809,0.07255768
10,10,-29.55162740455852,0.04711828609301247,-5.215465067596045,0.06969719
11,11,-30.018324621203003,0.045728828815240104,-5.281235542859067,0.06963399
12,12,-30.45006150747536,0.04444443560879148,-5.34180531397977,0.06603737
13,13,-30.862818069555697,0.04334455181423589,-5.4010161547593665,0.064102024
14,14,-31.19473607042535,0.042360850341532204,-5.447067665534807,0.06430875
15,15,-31.43013709455385,0.04172089009542166,-5.479587667882824,0.06383833
16,16,-31.795696451477752,0.040751366137924024,-5.531648315327115,0.059750967
17,17,-32.072252915854946,0.04001987010965579,-5.570418937868712,0.059084103
18,18,-32.31770523012676,0.039366446864742326,-5.605090363535472,0.056451242
19,19,-32.604774487308596,0.03876873468276633,-5.646299628381082,0.055765342
20,20,-32.827333548004894,0.03813527291223273,-5.676870454136144,0.055337988
21,21,-32.87876425387765,0.03901798922745046,-5.682997049656476,0.05375231
22,22,-33.29742263373889,0.03706985437782259,-5.7437246728035,0.0532257
23,23,-33.41580715985366,0.036702394368611134,-5.7597462718831745,0.052841134
24,24,-33.668399466442544,0.03620967576125215,-5.795167894277927,0.052546095
25,25,-33.747660525782315,0.035982238534222645,-5.80667299375644,0.05195157
26,26,-33.956877401940496,0.03555344896111995,-5.83551495694931,0.05003433
27,27,-34.07989251628881,0.035067086841400696,-5.853036958032625,0.052176766
28,28,-34.323906926583696,0.0346252708200952,-5.887318959156774,0.04862322
29,29,-34.43761028431442,0.034418907212081545,-5.904268392374818,0.052005198
30,30,-34.61318076374283,0.03406812641268808,-5.928269279445789,0.048467178
31,31,-34.83585533015096,0.033654242732518005,-5.960166490948001,0.04813296
32,32,-34.779114502187575,0.03359306516619483,-5.9500284121680656,0.046682335
33,33,-35.021521471831925,0.033200800411698914,-5.985775620928189,0.046901885
34,34,-35.12001236391739,0.03301896452999146,-5.999345930834586,0.046804395
35,35,-35.13159850312256,0.03383920444044429,-6.000098657669087,0.047660533
36,36,-35.365670422738404,0.03276476869538484,-6.034267788812537,0.047922157
37,37,-35.58297877000328,0.03261371815240872,-6.0641264103438886,0.045449447
38,38,-35.545605609420015,0.032069912609595345,-6.059799970341095,0.04568125
39,39,-35.7791203585538,0.03179729149394243,-6.0934772637986345,0.045323946
40,40,-35.89872040302897,0.031617978065442795,-6.10993524153315,0.045621373
41,41,-36.003281904701694,0.03146422876906074,-6.124969020848391,0.04391878
42,42,-36.118092687120814,0.031193577041718323,-6.140566652471369,0.04362491
43,43,-36.05575035476196,0.03129804936665732,-6.131429932944753,0.043075014
44,44,-36.2092793131302,0.030965247345317953,-6.1523043654487015,0.04398755
45,45,-36.433155567789505,0.030625215487103914,-6.185067728142732,0.045002576
46,46,-36.49394646618949,0.030633229335409885,-6.194418706295585,0.043511763
47,47,-36.519487188048615,0.030462982641025024,-6.197335405020036,0.04324245
48,48,-36.606057419819656,0.03030495824251758,-6.209539051397814,0.04153987
49,49,-36.7064031144263,0.03015363196366575,-6.22397623233087,0.04198318
50,50,-36.90446178128563,0.029815579255358358,-6.2520920189333635,0.044863727
51,51,-36.91856707134564,0.029750155437637534,-6.2538568958277585,0.042279307
52,52,-36.90489167471091,0.030197784156752,-6.251269526731953,0.042609088
53,53,-37.12031427205143,0.02943556771521837,-6.2810960115147,0.04192781
54,54,-37.16677031962728,0.02925274942055936,-6.2891524708072595,0.040626664
55,55,-37.28175187935139,0.029080497432457195,-6.305288691526797,0.040522706
56,56,-37.28712331989205,0.02906859994755054,-6.305887950672536,0.039889216
57,57,-37.44677382211526,0.028827135712289932,-6.329441318438697,0.04086097
58,58,-37.5295476144163,0.028488182902774953,-6.340135940058436,0.03974816
59,59,-37.502747002087546,0.028506174700265504,-6.336011843858394,0.039185464
60,60,-37.640019259287975,0.028332761530591492,-6.355567918696874,0.040202823
61,61,-37.71767185225835,0.028235206256469143,-6.367508851611813,0.0401661
62,62,-37.73177065586769,0.028045635243517643,-6.368478388548203,0.038515445
63,63,-37.86182021117852,0.027762003657950635,-6.387777888362753,0.03896048
64,64,-37.94707792333391,0.02759911296185626,-6.399006148153933,0.039230358
65,65,-37.93487291909974,0.02762660392525483,-6.397307930163629,0.038613733
66,66,-38.12629944902682,0.027356435660458863,-6.425544777844535,0.03869253
67,67,-38.153947437007965,0.027253979724019804,-6.428211447829321,0.03803282
68,68,-38.22978803412404,0.02704886084949543,-6.438619366375951,0.038427897
69,69,-38.28473724873209,0.027002444490790367,-6.447541408441131,0.038146075
70,70,-38.331312206429494,0.02695609564522088,-6.4535426000626845,0.037782002
71,71,-38.339997134043834,0.02683796377067911,-6.455090175364906,0.037646543
72,72,-38.53529019911372,0.026763283193264056,-6.482754761064556,0.037790913
73,73,-38.408329117466025,0.0266346680298543,-6.4640793586662575,0.036597677
