,epoch,train_loss,mse_loss,var_loss,val_loss
0,0,-31.698669698159723,0.11535782431280012,-5.463264081641588,0.09666694
1,1,-41.019336756697605,0.05853867318967952,-6.714309140411417,0.06357148
2,2,-43.85691382789365,0.04726917793032114,-7.076027774070552,0.05236469
3,3,-44.57720374616892,0.04327676021680718,-7.1890586907311524,0.046251584
4,4,-45.97604340705033,0.039514379143560686,-7.366161482392739,0.043033853
5,5,-47.14854571106826,0.03607226622280066,-7.501732784409418,0.04023896
6,6,-47.63033448795452,0.03439687604005093,-7.57984429639493,0.039995927
7,7,-48.07709631432537,0.03291246372565415,-7.6332233827450295,0.037336778
8,8,-49.022801883100385,0.030785010951688032,-7.7494374227091996,0.0411168
9,9,-48.35667983347509,0.03249189183935234,-7.682404054984701,0.036532156
10,10,-48.33703560280152,0.031424151451108835,-7.6651422844821395,0.03811362
11,11,-49.08021154810818,0.03024289326026631,-7.758767250130124,0.034319885
12,12,-49.15361323190075,0.03129655568105052,-7.774097106065047,0.034754124
13,13,-49.08042847952898,0.030053784480899147,-7.76635848202033,0.03547865
14,14,-49.1404296342028,0.03023811632629971,-7.771819645066157,0.0368148
15,15,-49.4653238148461,0.030449781218907502,-7.813076337466419,0.03465142
16,16,-50.35041473803206,0.027948332497944036,-7.9143313629969585,0.034406926
17,17,-48.690312703861764,0.030711297687494893,-7.746533527349593,0.031213695
18,18,-49.97431169734427,0.027943442905512077,-7.892211967359693,0.031786963
19,19,-50.132173551532304,0.02859373590722198,-7.895722217609164,0.03503777
20,20,-50.23173979133715,0.027777900273536958,-7.905343107541813,0.036342666
21,21,-51.0322215673686,0.02637246439732216,-8.008006635520314,0.03121515
22,22,-50.267506420288484,0.02721263076628126,-7.910557618702522,0.046638336
23,23,-49.9921699343801,0.027669204231279325,-7.904747827364587,0.037792046
24,24,-50.63184939800228,0.027213806402116514,-7.974487382535947,0.08056428
25,25,-50.99254390968234,0.025621061678614377,-8.02154659515519,0.029067285
26,26,-50.88608974343284,0.026453668168260395,-7.992204392002594,0.034447923
27,27,-50.93444148874221,0.026403826428155617,-8.002563649778379,0.02932621
28,28,-51.48352957549101,0.02446067315896185,-8.05453708384663,0.041366518
29,29,-50.97214928512277,0.02665638015647678,-8.00352896977828,0.030255558
30,30,-50.25374243268683,0.027416489890657297,-7.916338528019954,0.030294519
31,31,-50.99141379599429,0.02553869945179059,-8.016570962261875,0.06273349
32,32,-51.982832996965534,0.02391291114213704,-8.114191906942587,0.037914462
33,33,-50.561657269713486,0.026603925648840555,-7.94514256362619,0.04311896
34,34,-51.68776283658954,0.023383879520837578,-8.123133551534675,0.03692185
35,35,-51.4318653333696,0.02519595994894787,-8.089888140146668,0.037052285
