,step,reward,actor_loss,alpha,alpha_loss,critic_loss,max_actor_loss,max_alpha_loss,max_critic_loss,max_mle_prob,max_q1,max_q2,max_target_q,max_v,max_value_loss,max_weight,min_actor_loss,min_alpha_loss,min_critic_loss,min_mle_prob,min_q1,min_q2,min_target_q,min_v,min_value_loss,min_weight,mle_prob,q1,q2,target_q,v,value_loss,weight,eval_time,time
0,0,2.254809047129587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000,-2.1253142774887657,-23.541653,0.07359861,-4.138139,1.8598291,4.193081,21.963331,89.27583,10.040093,39.350727,39.147316,39.820107,39.458633,2.226907,0.7,-39.629093,-29.465317,0.000653287,-68.59271,-4.477326,-4.0459037,-4.304956,-4.0532475,2.8571858e-06,0.3,-9.063663,23.218102,23.196356,23.314959,22.96118,0.11026131,0.45,5.719758033752441,1.9983973940213522
2,20000,0.7580032484251408,-37.24472,0.072942615,-1.0055723,4.7716413,10.770942,23.035887,342.33304,12.741236,62.00739,61.816868,62.92323,62.038746,5.0950623,0.7,-61.521687,-32.294598,0.0020492836,-88.26416,-10.423518,-10.794532,-11.384955,-10.973683,2.1759597e-06,0.3,-8.461429,37.096516,36.992928,36.76688,36.801144,0.25578693,0.4640625,5.806208372116089,2.6850922187169393
3,30000,15.441866772039736,-50.498466,0.07659236,1.013803,3.1667743,14.655803,27.28289,62.459267,13.241169,73.933365,73.99524,73.573654,73.18679,8.899402,0.7,-73.48473,-28.482721,0.0008991108,-65.549515,-14.075996,-14.617037,-15.082566,-14.403193,4.4708102e-07,0.3,-5.8693047,50.42492,50.37269,50.238247,49.98635,0.3164841,0.4796875,5.76817774772644,3.379489453633626
4,40000,24.757959409672797,-54.77539,0.07660008,0.46224314,5.3074474,15.853881,21.876797,296.84302,13.528487,78.92156,79.5196,79.60531,79.4282,10.70969,0.7,-77.98004,-27.840471,0.014023989,-114.21831,-15.881978,-16.3148,-17.747387,-17.091928,1.2478267e-06,0.3,-9.932978,54.436157,54.4404,54.53054,54.518646,0.37794232,0.4734375,5.7134130001068115,4.0639934062957765
5,50000,37.1996700556052,-55.95063,0.07654949,0.22566703,4.245274,10.8186455,38.027306,236.39954,18.85237,84.160164,83.807884,85.02761,83.701355,26.0731,0.7,-83.99344,-29.884174,0.008650773,-328.6558,-11.683259,-11.717856,-12.296593,-11.241164,1.8290594e-07,0.3,-11.933649,55.855865,55.811737,56.078484,56.082123,0.38784963,0.4125,5.729314804077148,4.748326937357585
6,60000,46.65393084904688,-59.504795,0.07377077,1.0384078,4.5846653,19.486818,28.761541,112.99698,11.936375,87.50608,86.78409,88.41773,87.42549,7.4829125,0.7,-87.198845,-33.74415,0.018003952,-224.51288,-18.834183,-19.896713,-18.219175,-19.037472,8.169842e-06,0.3,-11.691847,59.327564,59.35585,59.871643,59.786827,0.30805764,0.41875,5.795530557632446,5.441270705064138
7,70000,48.58025938936758,-58.85662,0.07190689,0.8439735,5.1467795,18.142984,37.673115,483.3158,14.016121,87.04402,86.683174,86.485886,86.08624,21.051563,0.7,-85.72319,-30.719204,0.016839271,-317.11942,-18.443789,-17.903433,-17.775135,-17.928741,3.8574218e-08,0.3,-14.380278,58.52041,58.588352,58.7044,58.334633,0.6672374,0.49062496,5.72608757019043,6.129039132595063
8,80000,47.64690230409868,-59.29797,0.070231296,-0.023714364,4.9182124,9.336545,36.607605,429.26428,15.415022,87.88741,87.63376,88.00987,86.73839,11.853892,0.7,-86.79493,-31.419626,0.0023939596,-465.09756,-10.480379,-10.956478,-9.867343,-10.790809,3.0486699e-05,0.3,-18.020493,59.032173,59.016273,58.85233,58.859276,0.48857003,0.5265625,5.711548566818237,6.814110581080119
9,90000,50.86924040119622,-61.336266,0.06819136,0.92524445,5.462191,9.845701,34.658836,312.3047,13.310557,87.44321,86.979996,88.06656,86.90258,9.75508,0.7,-86.250824,-40.086445,0.0034495865,-546.9994,-10.014246,-10.113828,-9.028695,-10.169068,1.12300695e-05,0.3,-19.614048,60.941406,60.97259,61.28989,61.240837,0.43603945,0.4734375,5.699526309967041,7.5009363452593485
